plot_id,species,cover,life_form,site_id,date,time,n_forb_flowers,n_grass_flowers,lidar_scanner_height,woody_height,herb_height,bare_ground_cover,rock_cover,herbivore_signs,notes,plot_number,exclosure_id,setup_id,pair_id,cluster_number,cluster_id,in_or_out,plant_richness_plot,plant_richness_cluster,plant_richness_site,woody_richness_plot,woody_richness_cluster,woody_richness_site,forb_richness_plot,forb_richness_cluster,forb_richness_site,graminoid_richness_plot,graminoid_richness_cluster,graminoid_richness_site
knp_satara_out_12,Flueggea virosa,1,Shrub,knp_satara_out,22.02.2025,12:36,0,102,94,28,55,0,0,"elephant path, kudu","",12,knp_satara,knp_satara,knp_satara_12,4,knp_satara_out_4,outside,5,16,36,1,2,10,3,11,19,1,3,9
knp_satara_out_13,Flueggea virosa,1,Shrub,knp_satara_out,22.02.2025,13:02,1,8,96,110,55,2,0,elephant path,"",13,knp_satara,knp_satara,knp_satara_13,5,knp_satara_out_5,outside,7,12,36,2,2,10,3,5,19,2,5,9
knp_satara_out_6,Flueggea virosa,1,Shrub,knp_satara_out,22.02.2025,10:56,0,39,93,75,43,10,0,flattened grass,"",6,knp_satara,knp_satara,knp_satara_6,2,knp_satara_out_2,outside,6,15,36,2,5,10,,,,4,6,9
pnr_out_13,Grewia bicolor,1,Shrub,pnr_out,14.02.2025,11:00,0,1,93,150,92.2,0,0,"uprooted marula, fresh path","",13,pnr,pnr,pnr_13,5,pnr_out_5,outside,5,15,49,4,7,19,,,,1,1,7
knp_nkuhlu_full_in_4,Grewia flavescens,1,Shrub,knp_nkuhlu_full_in,18.02.2025,10:23,0,46,96,300,66,0,0,none,"",4,knp_nkuhlu_full,knp_nkuhlu_full,knp_nkuhlu_full_4,2,knp_nkuhlu_full_in_2,inside,9,18,47,6,8,18,2,7,25,1,3,8
knp_nkuhlu_full_out_1,Grewia flavescens,1,Shrub,knp_nkuhlu_full_out,19.02.2025,8:34,17,38,95,120,60,5,0,elephant dung,"",1,knp_nkuhlu_full,knp_nkuhlu_full,knp_nkuhlu_full_1,1,knp_nkuhlu_full_out_1,outside,11,21,70,4,6,18,6,14,38,1,1,16
knp_nkuhlu_full_out_12,Grewia flavescens,1,Shrub,knp_nkuhlu_full_out,19.02.2025,12:57,37,102,95,10,43,30,0,elephant dung,"",12,knp_nkuhlu_full,knp_nkuhlu_full,knp_nkuhlu_full_12,4,knp_nkuhlu_full_out_4,outside,11,29,70,2,5,18,5,15,38,4,9,16
knp_nkuhlu_full_out_4,Grewia flavescens,1,Shrub,knp_nkuhlu_full_out,19.02.2025,9:32,19,39,91,100,50,50,0,path,"",4,knp_nkuhlu_full,knp_nkuhlu_full,knp_nkuhlu_full_4,2,knp_nkuhlu_full_out_2,outside,13,26,70,6,10,18,5,10,38,2,6,16
addo_n2_full_in_0,Gymnosporia polyacanthus,1,Shrub,addo_nyathi_full_in,10.02.2025,10:04,0,0,96,304,5.8,95,0,none,"",7,addo_n2,addo_nyathi_full,addo_n2_0,3,addo_nyathi_full_in_3,inside,13,21,47,8,15,21,5,6,25,,,
knp_roan_in_1,Gymnosporia senegalensis,1,Shrub,knp_roan_in,26.02.2025,8:21,16,18,94,60,81,50,0,none,"",1,knp_roan,knp_roan,knp_roan_1,1,knp_roan_in_1,inside,7,11,40,3,6,14,1,1,16,3,4,11
knp_satara_in_5,Gymnosporia senegalensis,1,Shrub,knp_satara_in,20.02.2025,11:57,0,28,92,10,27.2,5,0,none,"",5,knp_satara,knp_satara,knp_satara_5,2,knp_satara_in_2,inside,4,10,30,2,4,14,1,3,11,1,3,6
knp_roan_out_13,Hairy climber,1,Forb,knp_roan_out,27.02.2025,11:47,7,19,94,66,71,60,0,elephant tracks,"",13,knp_roan,knp_roan,knp_roan_13,5,knp_roan_out_5,outside,7,17,38,1,1,6,4,12,20,2,4,12
knp_roan_out_14,Hairy climber,1,Forb,knp_roan_out,27.02.2025,12:05,28,33,96,50,56,30,0,elephant tracks,"",14,knp_roan,knp_roan,knp_roan_14,5,knp_roan_out_5,outside,11,17,38,1,1,6,8,12,20,2,4,12
knp_roan_out_15,Hairy climber,1,Forb,knp_roan_out,27.02.2025,12:23,7,51,91,120,28,20,0,various tracks,"",15,knp_roan,knp_roan,knp_roan_15,5,knp_roan_out_5,outside,9,17,38,1,1,6,5,12,20,3,4,12
knp_nkuhlu_full_out_10,Heliotropium ciliatum,1,Forb,knp_nkuhlu_full_out,19.02.2025,12:15,21,40,94,110,60,10,0,elephant dung,"",10,knp_nkuhlu_full,knp_nkuhlu_full,knp_nkuhlu_full_10,4,knp_nkuhlu_full_out_4,outside,14,29,70,3,5,18,8,15,38,3,9,16
knp_nkuhlu_full_out_11,Heliotropium ciliatum,1,Forb,knp_nkuhlu_full_out,19.02.2025,12:33,70,54,94,25,42,5,0,"path, lots of elephant dung",right next to elephant path,11,knp_nkuhlu_full,knp_nkuhlu_full,knp_nkuhlu_full_11,4,knp_nkuhlu_full_out_4,outside,15,29,70,2,5,18,9,15,38,4,9,16
knp_nkuhlu_full_out_15,Heliotropium ciliatum,1,Forb,knp_nkuhlu_full_out,19.02.2025,14:30,29,44,92,80,21,50,0,path,"",15,knp_nkuhlu_full,knp_nkuhlu_full,knp_nkuhlu_full_15,5,knp_nkuhlu_full_out_5,outside,12,27,70,3,6,18,8,17,38,2,6,16
knp_nkuhlu_full_out_4,Heliotropium ciliatum,1,Forb,knp_nkuhlu_full_out,19.02.2025,9:32,19,39,91,100,50,50,0,path,"",4,knp_nkuhlu_full,knp_nkuhlu_full,knp_nkuhlu_full_4,2,knp_nkuhlu_full_out_2,outside,13,26,70,6,10,18,5,10,38,2,6,16
knp_nkuhlu_full_out_7,Heliotropium ciliatum,1,Forb,knp_nkuhlu_full_out,19.02.2025,11:13,83,57,93,65,35,25,0,none,one half of the forb plot in slight depression,7,knp_nkuhlu_full,knp_nkuhlu_full,knp_nkuhlu_full_7,3,knp_nkuhlu_full_out_3,outside,19,26,70,4,4,18,9,13,38,6,9,16
knp_nkuhlu_full_out_8,Heliotropium ciliatum,1,Forb,knp_nkuhlu_full_out,19.02.2025,11:41,17,54,93,100,42,15,0,"path, really (!) old elephant dung","",8,knp_nkuhlu_full,knp_nkuhlu_full,knp_nkuhlu_full_8,3,knp_nkuhlu_full_out_3,outside,13,26,70,1,4,18,8,13,38,4,9,16
knp_nkuhlu_full_out_9,Heliotropium ciliatum,1,Forb,knp_nkuhlu_full_out,19.02.2025,12:00,17,78,93,135,46,25,0,path,"",9,knp_nkuhlu_full,knp_nkuhlu_full,knp_nkuhlu_full_9,3,knp_nkuhlu_full_out_3,outside,8,26,70,1,4,18,5,13,38,2,9,16
knp_roan_out_6,Heliotropium steudneri,1,Forb,knp_roan_out,27.02.2025,9:38,0,71,93,166,40,10,0,zebra and buffalo tracks,"",6,knp_roan,knp_roan,knp_roan_6,2,knp_roan_out_2,outside,6,10,38,2,3,6,1,2,20,3,5,12
knp_satara_in_17,Heliotropium steudneri,1,Forb,knp_satara_in,22.02.2025,15:46,1,15,94,0,50,0,0,none,moribund layer,17,knp_satara,knp_satara,knp_satara_17,6,knp_satara_in_6,inside,5,12,30,,,,2,4,11,3,4,6
knp_satara_in_18,Heliotropium steudneri,1,Forb,knp_satara_in,22.02.2025,15:57,1,21,91,58,56,2,0,none,moribund layer,18,knp_satara,knp_satara,knp_satara_18,6,knp_satara_in_6,inside,6,12,30,2,4,14,2,4,11,2,4,6
knp_satara_in_2,Heliotropium steudneri,1,Forb,knp_satara_in,20.02.2025,10:48,2,47,92,70,60,0,0,none,"",2,knp_satara,knp_satara,knp_satara_2,1,knp_satara_in_1,inside,9,14,30,2,4,14,4,7,11,3,3,6
knp_satara_in_4,Heliotropium steudneri,1,Forb,knp_satara_in,20.02.2025,11:35,0,61,93,22,55,15,0,none,"",4,knp_satara,knp_satara,knp_satara_4,2,knp_satara_in_2,inside,5,10,30,1,4,14,2,3,11,2,3,6
knp_satara_in_7,Heliotropium steudneri,1,Forb,knp_satara_in,20.02.2025,12:37,2,25,95,112,60,0,0,none,"",7,knp_satara,knp_satara,knp_satara_7,3,knp_satara_in_3,inside,7,12,30,2,4,14,1,3,11,4,5,6
knp_satara_in_8,Heliotropium steudneri,1,Forb,knp_satara_in,20.02.2025,12:59,0,37,94,38,60,15,0,none,"",8,knp_satara,knp_satara,knp_satara_8,3,knp_satara_in_3,inside,4,12,30,1,4,14,1,3,11,2,5,6
knp_satara_in_9,Heliotropium steudneri,1,Forb,knp_satara_in,20.02.2025,13:17,1,48,92,36,70,5,0,none,"",9,knp_satara,knp_satara,knp_satara_9,3,knp_satara_in_3,inside,5,12,30,1,4,14,3,3,11,1,5,6
knp_satara_out_1,Heliotropium steudneri,1,Forb,knp_satara_out,22.02.2025,9:09,2,39,93,0,47,2,0,recent buffalo acticvity,"",1,knp_satara,knp_satara,knp_satara_1,1,knp_satara_out_1,outside,5,13,36,,,,3,7,19,2,5,9
knp_satara_out_11,Heliotropium steudneri,1,Forb,knp_satara_out,22.02.2025,12:16,5,74,95,42,51,10,0,kudu close to plot,"",11,knp_satara,knp_satara,knp_satara_11,4,knp_satara_out_4,outside,11,16,36,1,2,10,9,11,19,1,3,9
knp_satara_out_13,Heliotropium steudneri,1,Forb,knp_satara_out,22.02.2025,13:02,1,8,96,110,55,2,0,elephant path,"",13,knp_satara,knp_satara,knp_satara_13,5,knp_satara_out_5,outside,7,12,36,2,2,10,3,5,19,2,5,9
knp_satara_out_15,Heliotropium steudneri,1,Forb,knp_satara_out,22.02.2025,13:30,0,44,96,0,63,2,0,none,"",15,knp_satara,knp_satara,knp_satara_15,5,knp_satara_out_5,outside,6,12,36,,,,2,5,19,4,5,9
knp_satara_out_17,Heliotropium steudneri,1,Forb,knp_satara_out,22.02.2025,14:02,0,26,93,0,59,10,0,path,"",17,knp_satara,knp_satara,knp_satara_17,6,knp_satara_out_6,outside,5,10,36,,,,4,5,19,1,4,9
knp_satara_out_2,Heliotropium steudneri,1,Forb,knp_satara_out,22.02.2025,9:30,7,10,93,15.6,46,20,0,buffalo,"",2,knp_satara,knp_satara,knp_satara_2,1,knp_satara_out_1,outside,8,13,36,,,,4,7,19,4,5,9
knp_satara_out_4,Heliotropium steudneri,1,Forb,knp_satara_out,22.02.2025,10:19,0,43,96,80,68,5,0,none,bit of a moribound layer,4,knp_satara,knp_satara,knp_satara_4,2,knp_satara_out_2,outside,7,15,36,2,5,10,3,4,19,2,6,9
pnr_out_14,Heliotropium steudneri,1,Forb,pnr_out,14.02.2025,11:22,20,35,94,110,105,0,0,none,"",14,pnr,pnr,pnr_14,5,pnr_out_5,outside,6,15,49,3,7,19,2,7,23,1,1,7
pnr_out_18,Heliotropium steudneri,1,Forb,pnr_out,14.02.2025,12:56,11,16,94,85,36.8,15,0,none,"",18,pnr,pnr,pnr_18,6,pnr_out_6,outside,10,17,49,2,5,19,6,9,23,2,3,7
pnr_out_2,Heliotropium steudneri,1,Forb,pnr_out,14.02.2025,14:46,32,46,97,0,38.8,30,0,small antelope at plot,"",2,pnr,pnr,pnr_2,1,pnr_out_1,outside,9,17,49,,,,5,8,23,4,6,7
pnr_out_3,Heliotropium steudneri,1,Forb,pnr_out,14.02.2025,15:06,12,90,94,10,28,0,0,small antelope at plot,"",3,pnr,pnr,pnr_3,1,pnr_out_1,outside,11,17,49,1,3,19,5,8,23,5,6,7
knp_roan_out_14,Heliotropium strigosum,1,Forb,knp_roan_out,27.02.2025,12:05,28,33,96,50,56,30,0,elephant tracks,"",14,knp_roan,knp_roan,knp_roan_14,5,knp_roan_out_5,outside,11,17,38,1,1,6,8,12,20,2,4,12
addo_n2_full_out_0,Hermannia althaeoides,1,Forb,addo_nyathi_full_out,10.02.2025,10:38,1,0,92,230,13,65,1,dung and snapped branches,"",7,addo_n2,addo_nyathi_full,addo_n2_0,3,addo_nyathi_full_out_3,outside,13,21,45,6,8,18,6,12,25,1,1,3
addo_jack_in_13,Hermannia althaeoides,1,Forb,addo_jack_in,06.02.2025,14:35,0,0,92,200,3.8,95,0,none,Very dense veg,13,addo_jack,addo_jack,addo_jack_13,5,addo_jack_in_5,inside,11,21,38,9,12,22,2,9,19,,,
knp_nkuhlu_full_in_2,Hermbstaedtia odorata,1,Forb,knp_nkuhlu_full_in,18.02.2025,9:26,3,4,91,300,30,80,0,browsing damage - liley rodent,"",2,knp_nkuhlu_full,knp_nkuhlu_full,knp_nkuhlu_full_2,1,knp_nkuhlu_full_in_1,inside,14,20,47,6,8,18,7,10,25,1,2,8
knp_nkuhlu_full_out_18,Hermbstaedtia odorata,1,Forb,knp_nkuhlu_full_out,21.02.2025,11:00,20,27,93,20,40,30,0,2 buffalos,"",18,knp_nkuhlu_full,knp_nkuhlu_full,knp_nkuhlu_full_18,6,knp_nkuhlu_full_out_6,outside,12,33,70,1,6,18,7,17,38,4,10,16
knp_nkuhlu_full_out_7,Hermbstaedtia odorata,1,Forb,knp_nkuhlu_full_out,19.02.2025,11:13,83,57,93,65,35,25,0,none,one half of the forb plot in slight depression,7,knp_nkuhlu_full,knp_nkuhlu_full,knp_nkuhlu_full_7,3,knp_nkuhlu_full_out_3,outside,19,26,70,4,4,18,9,13,38,6,9,16
knp_nkuhlu_full_in_2,Hibiscus micranthus,1,Forb,knp_nkuhlu_full_in,18.02.2025,9:26,3,4,91,300,30,80,0,browsing damage - liley rodent,"",2,knp_nkuhlu_full,knp_nkuhlu_full,knp_nkuhlu_full_2,1,knp_nkuhlu_full_in_1,inside,14,20,47,6,8,18,7,10,25,1,2,8
knp_nkuhlu_full_in_8,Hibiscus micranthus,1,Forb,knp_nkuhlu_full_in,18.02.2025,11:47,7,21,93,120,19,15,0,none,"",8,knp_nkuhlu_full,knp_nkuhlu_full,knp_nkuhlu_full_8,3,knp_nkuhlu_full_in_3,inside,6,13,47,3,4,18,2,8,25,1,2,8
knp_nkuhlu_full_out_1,Hibiscus micranthus,1,Forb,knp_nkuhlu_full_out,19.02.2025,8:34,17,38,95,120,60,5,0,elephant dung,"",1,knp_nkuhlu_full,knp_nkuhlu_full,knp_nkuhlu_full_1,1,knp_nkuhlu_full_out_1,outside,11,21,70,4,6,18,6,14,38,1,1,16
knp_nkuhlu_full_out_10,Hibiscus micranthus,1,Forb,knp_nkuhlu_full_out,19.02.2025,12:15,21,40,94,110,60,10,0,elephant dung,"",10,knp_nkuhlu_full,knp_nkuhlu_full,knp_nkuhlu_full_10,4,knp_nkuhlu_full_out_4,outside,14,29,70,3,5,18,8,15,38,3,9,16
knp_nkuhlu_full_out_12,Hibiscus micranthus,1,Forb,knp_nkuhlu_full_out,19.02.2025,12:57,37,102,95,10,43,30,0,elephant dung,"",12,knp_nkuhlu_full,knp_nkuhlu_full,knp_nkuhlu_full_12,4,knp_nkuhlu_full_out_4,outside,11,29,70,2,5,18,5,15,38,4,9,16
knp_nkuhlu_full_out_15,Hibiscus micranthus,1,Forb,knp_nkuhlu_full_out,19.02.2025,14:30,29,44,92,80,21,50,0,path,"",15,knp_nkuhlu_full,knp_nkuhlu_full,knp_nkuhlu_full_15,5,knp_nkuhlu_full_out_5,outside,12,27,70,3,6,18,8,17,38,2,6,16
knp_nkuhlu_full_out_16,Hibiscus micranthus,1,Forb,knp_nkuhlu_full_out,21.02.2025,10:05,3,43,92,35,20,50,0,2 buffalos,"two buffalos on plot, next to elephant paths ",16,knp_nkuhlu_full,knp_nkuhlu_full,knp_nkuhlu_full_16,6,knp_nkuhlu_full_out_6,outside,16,33,70,5,6,18,8,17,38,3,10,16
knp_nkuhlu_full_out_2,Hibiscus micranthus,1,Forb,knp_nkuhlu_full_out,19.02.2025,9:06,26,14,95,400,25,80,0,some paths,"",2,knp_nkuhlu_full,knp_nkuhlu_full,knp_nkuhlu_full_2,1,knp_nkuhlu_full_out_1,outside,11,21,70,3,6,18,7,14,38,1,1,16
knp_nkuhlu_full_out_5,Hibiscus micranthus,1,Forb,knp_nkuhlu_full_out,19.02.2025,10:30,0,74,94,70,41,0,0,elephant dung,"",5,knp_nkuhlu_full,knp_nkuhlu_full,knp_nkuhlu_full_5,2,knp_nkuhlu_full_out_2,outside,10,26,70,5,10,18,4,10,38,1,6,16
knp_satara_in_1,Hibiscus micranthus,1,Forb,knp_satara_in,20.02.2025,10:16,0,25,94,52,65,0,0,none,"",1,knp_satara,knp_satara,knp_satara_1,1,knp_satara_in_1,inside,7,14,30,2,4,14,2,7,11,3,3,6
knp_satara_out_14,Hibiscus micranthus,1,Forb,knp_satara_out,22.02.2025,13:17,4,52,95,0,60,10,0,kudu,"pushed over, dead Senegalia nigrescens in plot corner",14,knp_satara,knp_satara,knp_satara_14,5,knp_satara_out_5,outside,6,12,36,,,,3,5,19,3,5,9
knp_satara_out_7,Hibiscus micranthus,1,Forb,knp_satara_out,22.02.2025,11:08,0,24,92,44,70,30,0,elephant dung,"",7,knp_satara,knp_satara,knp_satara_7,3,knp_satara_out_3,outside,7,15,36,3,6,10,2,3,19,2,6,9
pnr_out_18,Hibiscus pusillus,1,Forb,pnr_out,14.02.2025,12:56,11,16,94,85,36.8,15,0,none,"",18,pnr,pnr,pnr_18,6,pnr_out_6,outside,10,17,49,2,5,19,6,9,23,2,3,7
pnr_out_6,Hibiscus pusillus,1,Forb,pnr_out,14.02.2025,16:11,0,63,94,102,60,0,0,none,"",6,pnr,pnr,pnr_6,2,pnr_out_2,outside,3,8,49,1,3,19,1,4,23,1,1,7
knp_nkuhlu_full_out_12,Hibiscus sidiformis,1,Forb,knp_nkuhlu_full_out,19.02.2025,12:57,37,102,95,10,43,30,0,elephant dung,"",12,knp_nkuhlu_full,knp_nkuhlu_full,knp_nkuhlu_full_12,4,knp_nkuhlu_full_out_4,outside,11,29,70,2,5,18,5,15,38,4,9,16
knp_nkuhlu_full_out_14,Hibiscus sidiformis,1,Forb,knp_nkuhlu_full_out,19.02.2025,13:59,19,26,92,50,40,40,0,"path, very old buffalo dung","",14,knp_nkuhlu_full,knp_nkuhlu_full,knp_nkuhlu_full_14,5,knp_nkuhlu_full_out_5,outside,14,27,70,4,6,18,6,17,38,4,6,16
knp_nkuhlu_full_out_18,Hibiscus sidiformis,1,Forb,knp_nkuhlu_full_out,21.02.2025,11:00,20,27,93,20,40,30,0,2 buffalos,"",18,knp_nkuhlu_full,knp_nkuhlu_full,knp_nkuhlu_full_18,6,knp_nkuhlu_full_out_6,outside,12,33,70,1,6,18,7,17,38,4,10,16
knp_nkuhlu_full_in_1,Hibiscus vitifolius,1,Forb,knp_nkuhlu_full_in,18.02.2025,8:51,75,13,95,250,80,50,0,none,"",1,knp_nkuhlu_full,knp_nkuhlu_full,knp_nkuhlu_full_1,1,knp_nkuhlu_full_in_1,inside,9,20,47,4,8,18,4,10,25,1,2,8
knp_nkuhlu_full_in_2,Hibiscus vitifolius,1,Forb,knp_nkuhlu_full_in,18.02.2025,9:26,3,4,91,300,30,80,0,browsing damage - liley rodent,"",2,knp_nkuhlu_full,knp_nkuhlu_full,knp_nkuhlu_full_2,1,knp_nkuhlu_full_in_1,inside,14,20,47,6,8,18,7,10,25,1,2,8
knp_nkuhlu_full_in_3,Hibiscus vitifolius,1,Forb,knp_nkuhlu_full_in,18.02.2025,9:53,0,60,93,250,37.8,15,0,none,"",3,knp_nkuhlu_full,knp_nkuhlu_full,knp_nkuhlu_full_3,1,knp_nkuhlu_full_in_1,inside,5,20,47,3,8,18,1,10,25,1,2,8
knp_nkuhlu_full_out_3,Hibiscus vitifolius,1,Forb,knp_nkuhlu_full_out,19.02.2025,9:30,0,12,94,400,28.4,30,0,impala and ellie dung in plot,"",3,knp_nkuhlu_full,knp_nkuhlu_full,knp_nkuhlu_full_3,1,knp_nkuhlu_full_out_1,outside,11,21,70,4,6,18,6,14,38,1,1,16
addo_jack_in_17,Hypoestes aristata,1,Forb,addo_jack_in,07.02.2025,9:05,0,0,92,240,17.8,90,0,none,Some space under canopy,17,addo_jack,addo_jack,addo_jack_17,6,addo_jack_in_6,inside,15,16,38,11,12,22,4,5,19,,,
addo_jack_in_8,Hypoestes aristata,1,Forb,addo_jack_in,06.02.2025,11:25,0,0,93,262,17.3,95,0,none,Very little space under canopy. Some buck dung in the surroundings,8,addo_jack,addo_jack,addo_jack_8,3,addo_jack_in_3,inside,12,19,38,8,12,22,4,7,19,,,
addo_n2_full_in_0,Hypoestes aristata,1,Forb,addo_nyathi_full_in,10.02.2025,10:04,0,0,96,304,5.8,95,0,none,"",7,addo_n2,addo_nyathi_full,addo_n2_0,3,addo_nyathi_full_in_3,inside,13,21,47,8,15,21,5,6,25,,,
addo_n2_full_out_4,Hypoestes aristata,1,Forb,addo_nyathi_full_out,04.02.2025,13:45,0,1,91,200,12,30,0,poop,several paths between clumpy thicket,11,addo_n2,addo_nyathi_full,addo_n2_4,4,addo_nyathi_full_out_4,outside,12,19,45,7,10,18,4,8,25,1,1,3
addo_n3_full_in_5,Hypoestes aristata,1,Forb,addo_nyathi_full_in,05.02.2025,10:55,0,0,92,164,12,60,0,none,"",18,addo_n3,addo_nyathi_full,addo_n3_5,6,addo_nyathi_full_in_6,inside,8,19,47,5,8,21,2,10,25,1,1,3
pnr_out_18,Indigastrum sp. 1,1,Forb,pnr_out,14.02.2025,12:56,11,16,94,85,36.8,15,0,none,"",18,pnr,pnr,pnr_18,6,pnr_out_6,outside,10,17,49,2,5,19,6,9,23,2,3,7
knp_nkuhlu_full_out_14,Indigofera filipes,1,Forb,knp_nkuhlu_full_out,19.02.2025,13:59,19,26,92,50,40,40,0,"path, very old buffalo dung","",14,knp_nkuhlu_full,knp_nkuhlu_full,knp_nkuhlu_full_14,5,knp_nkuhlu_full_out_5,outside,14,27,70,4,6,18,6,17,38,4,6,16
knp_roan_in_7,Indigofera holubii,1,Forb,knp_roan_in,26.02.2025,10:33,4,68,91,94,67,70,0,none,"",7,knp_roan,knp_roan,knp_roan_7,3,knp_roan_in_3,inside,6,14,40,1,3,14,1,6,16,4,5,11
knp_roan_in_9,Indigofera holubii,1,Forb,knp_roan_in,26.02.2025,11:15,4,11,93,36,97,40,0,none,"",9,knp_roan,knp_roan,knp_roan_9,3,knp_roan_in_3,inside,6,14,40,1,3,14,3,6,16,2,5,11
knp_roan_out_10,Indigofera holubii,1,Forb,knp_roan_out,27.02.2025,10:42,4,53,91,44,55,2,0,buffalo tracks,"very large depression/empty basin close (55ish m) by,potentially higher herbivore densities ",10,knp_roan,knp_roan,knp_roan_10,4,knp_roan_out_4,outside,9,17,38,2,4,6,4,7,20,3,6,12
knp_roan_out_4,Indigofera holubii,1,Forb,knp_roan_out,27.02.2025,9:08,4,66,94,120,43,40,0,"buffalo tracks, elephant dung","",4,knp_roan,knp_roan,knp_roan_4,2,knp_roan_out_2,outside,5,10,38,2,3,6,1,2,20,2,5,12
knp_roan_out_15,Indigofera schimperi,1,Forb,knp_roan_out,27.02.2025,12:23,7,51,91,120,28,20,0,various tracks,"",15,knp_roan,knp_roan,knp_roan_15,5,knp_roan_out_5,outside,9,17,38,1,1,6,5,12,20,3,4,12
knp_nkuhlu_full_out_5,Indigofera tinctoria,1,Shrub,knp_nkuhlu_full_out,19.02.2025,10:30,0,74,94,70,41,0,0,elephant dung,"",5,knp_nkuhlu_full,knp_nkuhlu_full,knp_nkuhlu_full_5,2,knp_nkuhlu_full_out_2,outside,10,26,70,5,10,18,4,10,38,1,6,16
knp_nkuhlu_full_out_16,Indigofera vicioides,1,Forb,knp_nkuhlu_full_out,21.02.2025,10:05,3,43,92,35,20,50,0,2 buffalos,"two buffalos on plot, next to elephant paths ",16,knp_nkuhlu_full,knp_nkuhlu_full,knp_nkuhlu_full_16,6,knp_nkuhlu_full_out_6,outside,16,33,70,5,6,18,8,17,38,3,10,16
knp_roan_in_1,Indigofera vicioides,1,Forb,knp_roan_in,26.02.2025,8:21,16,18,94,60,81,50,0,none,"",1,knp_roan,knp_roan,knp_roan_1,1,knp_roan_in_1,inside,7,11,40,3,6,14,1,1,16,3,4,11
knp_roan_in_17,Indigofera vicioides,1,Forb,knp_roan_in,26.02.2025,14:12,2,49,95,100,31,0,0,none,"",17,knp_roan,knp_roan,knp_roan_17,6,knp_roan_in_6,inside,8,14,40,3,5,14,3,4,16,2,5,11
knp_roan_in_2,Indigofera vicioides,1,Forb,knp_roan_in,26.02.2025,8:51,0,41,94,140,76,0,0,none,"",2,knp_roan,knp_roan,knp_roan_2,1,knp_roan_in_1,inside,4,11,40,2,6,14,1,1,16,1,4,11
knp_roan_in_5,Indigofera vicioides,1,Forb,knp_roan_in,26.02.2025,9:49,16,45,92,160,66,40,0,none,"",5,knp_roan,knp_roan,knp_roan_5,2,knp_roan_in_2,inside,12,18,40,4,7,14,5,6,16,3,5,11
knp_nkuhlu_full_out_3,Ipomoea plebeia,1,Forb,knp_nkuhlu_full_out,19.02.2025,9:30,0,12,94,400,28.4,30,0,impala and ellie dung in plot,"",3,knp_nkuhlu_full,knp_nkuhlu_full,knp_nkuhlu_full_3,1,knp_nkuhlu_full_out_1,outside,11,21,70,4,6,18,6,14,38,1,1,16
knp_satara_in_12,Ipomoea plebeia,1,Tree,knp_satara_in,20.02.2025,14:06,0,32,94,110,68,20,0,none,"",12,knp_satara,knp_satara,knp_satara_12,4,knp_satara_in_4,inside,6,10,30,3,4,14,2,3,11,1,3,6
knp_satara_in_16,Ipomoea plebeia,1,Forb,knp_satara_in,22.02.2025,15:31,0,35,93,21,76,0,0,none,very thick moribund layer,16,knp_satara,knp_satara,knp_satara_16,6,knp_satara_in_6,inside,4,12,30,2,4,14,1,4,11,1,4,6
knp_satara_out_10,Ipomoea plebeia,1,Forb,knp_satara_out,22.02.2025,12:00,0,21,94,0,47,5,0,kudu close to plot,"",10,knp_satara,knp_satara,knp_satara_10,4,knp_satara_out_4,outside,4,16,36,,,,2,11,19,2,3,9
knp_satara_out_11,Ipomoea plebeia,1,Forb,knp_satara_out,22.02.2025,12:16,5,74,95,42,51,10,0,kudu close to plot,"",11,knp_satara,knp_satara,knp_satara_11,4,knp_satara_out_4,outside,11,16,36,1,2,10,9,11,19,1,3,9
knp_satara_out_16,Ipomoea plebeia,1,Forb,knp_satara_out,22.02.2025,13:47,0,56,95,20,48,10,0,elephant path,"",16,knp_satara,knp_satara,knp_satara_16,6,knp_satara_out_6,outside,6,10,36,1,1,10,2,5,19,3,4,9
knp_satara_out_17,Ipomoea plebeia,1,Forb,knp_satara_out,22.02.2025,14:02,0,26,93,0,59,10,0,path,"",17,knp_satara,knp_satara,knp_satara_17,6,knp_satara_out_6,outside,5,10,36,,,,4,5,19,1,4,9
knp_satara_out_18,Ipomoea plebeia,1,Forb,knp_satara_out,22.02.2025,14:17,0,23,94,0,52,25,0,path,"one ellie around, slowly followed us, thereby walking along all outside plots. ",18,knp_satara,knp_satara,knp_satara_18,6,knp_satara_out_6,outside,4,10,36,,,,1,5,19,3,4,9
knp_satara_out_3,Ipomoea plebeia,1,Forb,knp_satara_out,22.02.2025,9:50,3,19,94,16,61,10,0,buffalo,"",3,knp_satara,knp_satara,knp_satara_3,1,knp_satara_out_1,outside,7,13,36,2,2,10,2,7,19,3,5,9
knp_satara_out_4,Ipomoea plebeia,1,Forb,knp_satara_out,22.02.2025,10:19,0,43,96,80,68,5,0,none,bit of a moribound layer,4,knp_satara,knp_satara,knp_satara_4,2,knp_satara_out_2,outside,7,15,36,2,5,10,3,4,19,2,6,9
knp_satara_out_5,Ipomoea plebeia,1,Forb,knp_satara_out,22.02.2025,10:36,0,10,92,8,60,5,0,none,"",5,knp_satara,knp_satara,knp_satara_5,2,knp_satara_out_2,outside,6,15,36,1,5,10,2,4,19,3,6,9
